City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
Nyamati,39,Good,0,Good,22,Good,0,Good,39,Good
Oakton,51,Moderate,1,Good,25,Good,12,Good,51,Moderate
Oarai,38,Good,1,Good,38,Good,1,Good,17,Good
Oberasbach,47,Good,1,Good,34,Good,2,Good,47,Good
Ode,118,Unhealthy for Sensitive Groups,4,Good,26,Good,2,Good,118,Unhealthy for Sensitive Groups
Ohara,61,Moderate,1,Good,61,Moderate,1,Good,41,Good
Oldenzaal,35,Good,0,Good,33,Good,1,Good,35,Good
Soltsy,60,Moderate,1,Good,35,Good,0,Good,60,Moderate
Sonsonate,88,Moderate,2,Good,22,Good,9,Good,88,Moderate
Sopron,71,Moderate,1,Good,34,Good,2,Good,71,Moderate
South Pasadena,122,Unhealthy for Sensitive Groups,4,Good,14,Good,38,Good,122,Unhealthy for Sensitive Groups
Spenge,38,Good,0,Good,34,Good,1,Good,38,Good
Springdale,86,Moderate,1,Good,24,Good,4,Good,86,Moderate
Srednyaya Akhtuba,38,Good,1,Good,38,Good,0,Good,30,Good
Stabroek,37,Good,1,Good,30,Good,3,Good,37,Good
Staden,42,Good,1,Good,32,Good,3,Good,42,Good
Stadthagen,36,Good,0,Good,34,Good,1,Good,36,Good
Stafford,41,Good,1,Good,30,Good,3,Good,41,Good
Stanger,165,Unhealthy,6,Good,15,Good,6,Good,165,Unhealthy
Steenokkerzeel,44,Good,1,Good,27,Good,4,Good,44,Good
Stekene,39,Good,1,Good,30,Good,3,Good,39,Good
Stijena,50,Good,1,Good,32,Good,0,Good,50,Good
Stow,44,Good,1,Good,44,Good,3,Good,34,Good
Stroud,51,Moderate,1,Good,21,Good,5,Good,51,Moderate
Sumbawa,25,Good,1,Good,25,Good,0,Good,21,Good
Sun City,67,Moderate,2,Good,6,Good,20,Good,67,Moderate
Kheralu,162,Unhealthy,1,Good,35,Good,0,Good,162,Unhealthy
Kherson,43,Good,1,Good,43,Good,0,Good,35,Good
Khomeyn,87,Moderate,1,Good,51,Moderate,0,Good,87,Moderate
Kilosa,31,Good,0,Good,16,Good,0,Good,31,Good
Kindia,62,Moderate,1,Good,18,Good,0,Good,62,Moderate
Kirac,40,Good,1,Good,40,Good,1,Good,35,Good
Kirovgrad,33,Good,1,Good,30,Good,1,Good,33,Good
Kirs,30,Good,1,Good,30,Good,0,Good,11,Good
Kitami,32,Good,0,Good,32,Good,0,Good,23,Good
Kivertsi,60,Moderate,1,Good,33,Good,0,Good,60,Moderate
Klangenan,67,Moderate,1,Good,38,Good,1,Good,67,Moderate
Kogota,40,Good,1,Good,40,Good,0,Good,14,Good
Kokrajhar,150,Unhealthy,2,Good,53,Moderate,1,Good,150,Unhealthy
Kolno,45,Good,1,Good,34,Good,0,Good,45,Good
Komotini,40,Good,1,Good,40,Good,0,Good,33,Good
Konibodom,109,Unhealthy for Sensitive Groups,1,Good,42,Good,0,Good,109,Unhealthy for Sensitive Groups
Korablino,37,Good,0,Good,32,Good,0,Good,37,Good
Kot Addu,202,Very Unhealthy,1,Good,88,Moderate,1,Good,202,Very Unhealthy
Kota,160,Unhealthy,1,Good,42,Good,1,Good,160,Unhealthy
Kampen,32,Good,1,Good,29,Good,3,Good,32,Good
Kanbe,58,Moderate,0,Good,23,Good,0,Good,58,Moderate
Kanina,500,Hazardous,1,Good,41,Good,0,Good,372,Hazardous
Karakol,42,Good,0,Good,35,Good,0,Good,42,Good
Kargat,37,Good,1,Good,30,Good,0,Good,37,Good
Kargopol,31,Good,1,Good,31,Good,0,Good,17,Good
Karur,55,Moderate,0,Good,28,Good,0,Good,55,Moderate
Kashan,151,Unhealthy,1,Good,69,Moderate,1,Good,151,Unhealthy
Kathu,40,Good,0,Good,23,Good,0,Good,40,Good
Katwijk,41,Good,1,Good,27,Good,5,Good,41,Good
Kaunas,45,Good,1,Good,33,Good,0,Good,45,Good
Kayakent,66,Moderate,1,Good,35,Good,0,Good,66,Moderate
Keansburg,77,Moderate,2,Good,45,Good,6,Good,77,Moderate
Kebonarum,65,Moderate,1,Good,32,Good,1,Good,65,Moderate
Kebumen,61,Moderate,1,Good,34,Good,0,Good,61,Moderate
Ken Caryl,89,Moderate,3,Good,3,Good,15,Good,89,Moderate
Kendall,89,Moderate,1,Good,9,Good,14,Good,89,Moderate
Kenema,36,Good,1,Good,16,Good,0,Good,36,Good
Kestel,40,Good,1,Good,40,Good,1,Good,35,Good
Keszthely,50,Good,1,Good,32,Good,1,Good,50,Good
Kevelaer,33,Good,1,Good,33,Good,2,Good,33,Good
Khadyzhensk,52,Moderate,1,Good,52,Moderate,2,Good,15,Good
Khairagarh,156,Unhealthy,1,Good,44,Good,0,Good,156,Unhealthy
Jeffersonville,54,Moderate,1,Good,30,Good,11,Good,54,Moderate
Jerantut,48,Good,1,Good,31,Good,0,Good,48,Good
Jidong,34,Good,1,Good,34,Good,0,Good,30,Good
Jiran,156,Unhealthy,1,Good,41,Good,0,Good,156,Unhealthy
Jishu,62,Moderate,2,Good,47,Good,1,Good,62,Moderate
Jiujiang,142,Unhealthy for Sensitive Groups,4,Good,142,Unhealthy for Sensitive Groups,4,Good,104,Unhealthy for Sensitive Groups
Jobner,192,Unhealthy,1,Good,39,Good,0,Good,192,Unhealthy
Jodar,29,Good,1,Good,29,Good,1,Good,25,Good
Jodhpur,500,Hazardous,0,Good,34,Good,0,Good,378,Hazardous
Jollyville,46,Good,1,Good,21,Good,3,Good,46,Good
Jolo,30,Good,1,Good,15,Good,0,Good,30,Good
Jos,64,Moderate,2,Good,31,Good,0,Good,64,Moderate
Juarez,73,Moderate,2,Good,12,Good,6,Good,73,Moderate
Juneau,28,Good,0,Good,25,Good,2,Good,28,Good
Kachkanar,24,Good,1,Good,24,Good,0,Good,17,Good
Kadirli,72,Moderate,1,Good,41,Good,0,Good,72,Moderate
Kaili,98,Moderate,3,Good,98,Moderate,1,Good,87,Moderate
Kalulushi,58,Moderate,1,Good,22,Good,0,Good,58,Moderate
Kamagaya,40,Good,1,Good,39,Good,3,Good,40,Good
Ilovlya,35,Good,1,Good,35,Good,0,Good,21,Good
Indapur,111,Unhealthy for Sensitive Groups,0,Good,23,Good,0,Good,111,Unhealthy for Sensitive Groups
Inhumas,54,Moderate,1,Good,10,Good,3,Good,54,Moderate
Ipiau,37,Good,1,Good,4,Good,2,Good,37,Good
Iquitos,28,Good,1,Good,1,Good,0,Good,28,Good
Irvine,62,Moderate,0,Good,34,Good,0,Good,62,Moderate
Ismaning,31,Good,0,Good,29,Good,1,Good,31,Good
Itaobim,28,Good,1,Good,4,Good,2,Good,28,Good
Itaperucu,50,Good,1,Good,13,Good,4,Good,50,Good
Itaquitinga,50,Good,1,Good,15,Good,3,Good,50,Good
Ivanjica,38,Good,1,Good,38,Good,0,Good,23,Good
Ivanteyevka,50,Good,1,Good,27,Good,5,Good,50,Good
Ivry Sur Seine,51,Moderate,1,Good,20,Good,5,Good,51,Moderate
Ivybridge,67,Moderate,0,Good,35,Good,1,Good,67,Moderate
Ixtepec,66,Moderate,2,Good,6,Good,4,Good,66,Moderate
Izumi,44,Good,1,Good,39,Good,3,Good,44,Good
Jagatsinghapur,154,Unhealthy,2,Good,90,Moderate,1,Good,154,Unhealthy
Jaromer,30,Good,1,Good,29,Good,1,Good,30,Good
Tekari,376,Hazardous,1,Good,68,Moderate,1,Good,296,Very Unhealthy
Teningen,31,Good,1,Good,31,Good,1,Good,31,Good
Terlizzi,47,Good,1,Good,47,Good,1,Good,34,Good
Terni,42,Good,1,Good,42,Good,2,Good,32,Good
Thakurgaon,193,Unhealthy,2,Good,73,Moderate,1,Good,193,Unhealthy
Thale,38,Good,1,Good,38,Good,1,Good,28,Good
Thisted,46,Good,0,Good,34,Good,1,Good,46,Good
Tingo Maria,36,Good,1,Good,1,Good,1,Good,36,Good
Titay,100,Unhealthy for Sensitive Groups,1,Good,17,Good,0,Good,100,Unhealthy for Sensitive Groups
Tlajomulco,59,Moderate,1,Good,5,Good,6,Good,59,Moderate
Tlapacoyan,93,Moderate,4,Good,7,Good,10,Good,93,Moderate
Tlaxcalancingo,158,Unhealthy,3,Good,2,Good,11,Good,158,Unhealthy
Toba Tek Singh,295,Very Unhealthy,1,Good,55,Moderate,1,Good,295,Very Unhealthy
Tome Acu,34,Good,1,Good,5,Good,0,Good,34,Good
Shelbyville,45,Good,1,Good,30,Good,8,Good,45,Good
Shizuishan,73,Moderate,1,Good,49,Good,0,Good,73,Moderate
Shizunai,32,Good,1,Good,32,Good,0,Good,12,Good
Si Sa Ket,54,Moderate,0,Good,28,Good,0,Good,54,Moderate
Sibsagar,69,Moderate,2,Good,47,Good,1,Good,69,Moderate
Siddhapur,168,Unhealthy,0,Good,34,Good,0,Good,168,Unhealthy
Sidoarjo,153,Unhealthy,2,Good,58,Moderate,2,Good,153,Unhealthy
Sieradz,39,Good,1,Good,30,Good,1,Good,39,Good
Silvan,90,Moderate,1,Good,49,Good,0,Good,90,Moderate
Simdega,169,Unhealthy,1,Good,86,Moderate,0,Good,169,Unhealthy
Simeria,57,Moderate,1,Good,37,Good,1,Good,57,Moderate
Sinj,37,Good,1,Good,37,Good,0,Good,20,Good
Sirsa,260,Very Unhealthy,1,Good,47,Good,0,Good,239,Very Unhealthy
Skerries,64,Moderate,0,Good,38,Good,0,Good,64,Moderate
Skvyra,55,Moderate,1,Good,43,Good,0,Good,55,Moderate
Slobozia,52,Moderate,1,Good,39,Good,0,Good,52,Moderate
Slough,31,Good,0,Good,27,Good,2,Good,31,Good
Soja,37,Good,1,Good,37,Good,3,Good,29,Good
Sol Iletsk,27,Good,1,Good,27,Good,0,Good,18,Good
Sompeta,154,Unhealthy,2,Good,83,Moderate,1,Good,154,Unhealthy
Sopelana,32,Good,0,Good,32,Good,1,Good,21,Good
Soria,32,Good,0,Good,32,Good,0,Good,23,Good
Soroti,54,Moderate,2,Good,28,Good,0,Good,54,Moderate
South Burlington,39,Good,1,Good,39,Good,1,Good,29,Good
Southglenn,76,Moderate,2,Good,5,Good,14,Good,76,Moderate
Southport,67,Moderate,0,Good,33,Good,0,Good,67,Moderate
Springville,123,Unhealthy for Sensitive Groups,3,Good,20,Good,11,Good,123,Unhealthy for Sensitive Groups
Srirampur,176,Unhealthy,3,Good,89,Moderate,3,Good,176,Unhealthy
Stalybridge,55,Moderate,0,Good,32,Good,1,Good,55,Moderate
Stara Pazova,69,Moderate,1,Good,33,Good,2,Good,69,Moderate
Staunton,61,Moderate,2,Good,24,Good,5,Good,61,Moderate
Steinau,33,Good,1,Good,33,Good,2,Good,31,Good
Steinen,34,Good,1,Good,29,Good,2,Good,34,Good
Stolberg,33,Good,1,Good,32,Good,2,Good,33,Good
Stoughton,68,Moderate,3,Good,2,Good,12,Good,68,Moderate
Stralsund,38,Good,0,Good,38,Good,0,Good,20,Good
Struer,43,Good,0,Good,34,Good,1,Good,43,Good
Sukheke,276,Very Unhealthy,2,Good,140,Unhealthy for Sensitive Groups,1,Good,276,Very Unhealthy
Suluova,39,Good,1,Good,39,Good,0,Good,37,Good
San Francisco,58,Moderate,1,Good,9,Good,7,Good,58,Moderate
San Gennaro Vesuviano,45,Good,1,Good,45,Good,2,Good,16,Good
San Pedro De Macoris,100,Unhealthy for Sensitive Groups,1,Good,21,Good,2,Good,100,Unhealthy for Sensitive Groups
San Ramon De La Nueva Oran,20,Good,0,Good,9,Good,0,Good,20,Good
San Vito Al Tagliamento,28,Good,1,Good,28,Good,2,Good,19,Good
Sanctorum,158,Unhealthy,3,Good,4,Good,10,Good,158,Unhealthy
Sanford,42,Good,1,Good,42,Good,2,Good,30,Good
Sankeshwar,77,Moderate,0,Good,23,Good,0,Good,77,Moderate
Sanmenxia,167,Unhealthy,3,Good,167,Unhealthy,1,Good,119,Unhealthy for Sensitive Groups
Santa Pola,33,Good,1,Good,32,Good,2,Good,33,Good
Sao Bras De Alportel,37,Good,1,Good,33,Good,2,Good,37,Good
Sapele,101,Unhealthy for Sensitive Groups,4,Good,21,Good,3,Good,101,Unhealthy for Sensitive Groups
Sarangpur,155,Unhealthy,1,Good,41,Good,0,Good,155,Unhealthy
Sarnia,37,Good,1,Good,33,Good,5,Good,37,Good
Sarvar,47,Good,1,Good,31,Good,1,Good,47,Good
Sawai Madhopur,164,Unhealthy,1,Good,45,Good,0,Good,164,Unhealthy
Sawtell,24,Good,0,Good,24,Good,0,Good,10,Good
Schalksmuhle,34,Good,1,Good,34,Good,2,Good,27,Good
Schneeberg,32,Good,0,Good,32,Good,1,Good,26,Good
Schopfheim,34,Good,1,Good,29,Good,2,Good,34,Good
Schotten,33,Good,1,Good,31,Good,4,Good,33,Good
Sebeta,51,Moderate,1,Good,22,Good,0,Good,51,Moderate
Semporna,15,Good,1,Good,14,Good,0,Good,15,Good
Senden,34,Good,1,Good,34,Good,2,Good,25,Good
Senftenberg,33,Good,0,Good,33,Good,1,Good,28,Good
Sestu,67,Moderate,1,Good,40,Good,1,Good,67,Moderate
Sete Lagoas,119,Unhealthy for Sensitive Groups,4,Good,0,Good,8,Good,119,Unhealthy for Sensitive Groups
Shahdadpur,171,Unhealthy,1,Good,43,Good,0,Good,171,Unhealthy
Supe,45,Good,1,Good,18,Good,2,Good,45,Good
Svay Rieng,53,Moderate,1,Good,26,Good,0,Good,53,Moderate
Svetlyy Yar,39,Good,1,Good,39,Good,0,Good,27,Good
Tabalosos,34,Good,1,Good,2,Good,0,Good,34,Good
Tabligbo,86,Moderate,1,Good,22,Good,1,Good,86,Moderate
Tado,28,Good,1,Good,8,Good,1,Good,28,Good
Taklisah,49,Good,1,Good,46,Good,2,Good,49,Good
Tamboril,34,Good,1,Good,5,Good,2,Good,34,Good
Tankara,154,Unhealthy,0,Good,31,Good,0,Good,154,Unhealthy
Tarana,155,Unhealthy,1,Good,39,Good,0,Good,155,Unhealthy
Tarudant,29,Good,1,Good,28,Good,1,Good,29,Good
Tastur,45,Good,1,Good,45,Good,0,Good,35,Good
Shertallai,84,Moderate,1,Good,24,Good,0,Good,84,Moderate
Sherwood,61,Moderate,1,Good,29,Good,3,Good,61,Moderate
Shilong,191,Unhealthy,4,Good,191,Unhealthy,5,Good,121,Unhealthy for Sensitive Groups
Shiraz,94,Moderate,1,Good,51,Moderate,0,Good,94,Moderate
Siano,48,Good,1,Good,46,Good,2,Good,48,Good
Signal Hill,110,Unhealthy for Sensitive Groups,4,Good,5,Good,36,Good,110,Unhealthy for Sensitive Groups
Silver Spring,42,Good,1,Good,39,Good,6,Good,42,Good
Silves,36,Good,1,Good,36,Good,3,Good,19,Good
Simao,20,Good,0,Good,20,Good,0,Good,11,Good
Simpelveld,52,Moderate,1,Good,35,Good,2,Good,52,Moderate
Sinop,47,Good,1,Good,33,Good,0,Good,47,Good
Sirjan,117,Unhealthy for Sensitive Groups,1,Good,47,Good,0,Good,117,Unhealthy for Sensitive Groups
Sivaganga,61,Moderate,1,Good,34,Good,0,Good,61,Moderate
Siwan,153,Unhealthy,4,Good,153,Unhealthy,1,Good,152,Unhealthy
Siwana,241,Very Unhealthy,1,Good,32,Good,0,Good,241,Very Unhealthy
Slany,74,Moderate,1,Good,40,Good,3,Good,74,Moderate
Smiths Falls,46,Good,1,Good,15,Good,6,Good,46,Good
A Coruna,68,Moderate,1,Good,48,Good,4,Good,68,Moderate
Glen Carbon,56,Moderate,2,Good,32,Good,10,Good,56,Moderate
Gola Gokarannath,138,Unhealthy for Sensitive Groups,3,Good,92,Moderate,1,Good,138,Unhealthy for Sensitive Groups
Gora,56,Moderate,1,Good,37,Good,1,Good,56,Moderate
Goyty,71,Moderate,1,Good,45,Good,1,Good,71,Moderate
Grand Haven,53,Moderate,1,Good,32,Good,5,Good,53,Moderate
Gravata,33,Good,0,Good,10,Good,3,Good,33,Good
Great Malvern,29,Good,1,Good,29,Good,4,Good,25,Good
Green Haven,37,Good,1,Good,32,Good,8,Good,37,Good
Greencastle,65,Moderate,2,Good,28,Good,14,Good,65,Moderate
Greifswald,49,Good,1,Good,36,Good,2,Good,49,Good
Grenada,50,Good,2,Good,29,Good,4,Good,50,Good
Grez Doiceau,66,Moderate,1,Good,28,Good,6,Good,66,Moderate
Griffin,78,Moderate,3,Good,11,Good,27,Good,78,Moderate
Groves,27,Good,1,Good,23,Good,5,Good,27,Good
Gua,162,Unhealthy,2,Good,72,Moderate,0,Good,162,Unhealthy
Gubkin,40,Good,1,Good,36,Good,0,Good,40,Good
Guelph,63,Moderate,2,Good,29,Good,6,Good,63,Moderate
Guia De Isora,23,Good,0,Good,23,Good,0,Good,8,Good
Guira De Melena,75,Moderate,1,Good,26,Good,2,Good,75,Moderate
Guiuan,52,Moderate,1,Good,19,Good,0,Good,52,Moderate
Gujrat,161,Unhealthy,3,Good,160,Unhealthy,1,Good,161,Unhealthy
Gulbarga,99,Moderate,1,Good,38,Good,0,Good,99,Moderate
Gundelfingen,63,Moderate,1,Good,31,Good,3,Good,63,Moderate
Guyancourt,69,Moderate,2,Good,27,Good,6,Good,69,Moderate
Hanoi,181,Unhealthy,4,Good,181,Unhealthy,1,Good,145,Unhealthy for Sensitive Groups
Harderwijk,29,Good,1,Good,24,Good,6,Good,29,Good
Harnes,51,Moderate,1,Good,32,Good,3,Good,51,Moderate
Harrisburg,67,Moderate,2,Good,20,Good,17,Good,67,Moderate
Harrismith,68,Moderate,2,Good,21,Good,1,Good,68,Moderate
Hashtrud,50,Good,1,Good,46,Good,0,Good,50,Good
Hat Yai,61,Moderate,1,Good,23,Good,0,Good,61,Moderate
Hata,93,Moderate,3,Good,58,Moderate,2,Good,93,Moderate
Haveli,166,Unhealthy,3,Good,166,Unhealthy,1,Good,153,Unhealthy
Hayden,58,Moderate,1,Good,31,Good,3,Good,58,Moderate
Herdecke,60,Moderate,1,Good,30,Good,6,Good,60,Moderate
Herzberg,69,Moderate,1,Good,37,Good,3,Good,69,Moderate
Heswall,33,Good,1,Good,33,Good,4,Good,24,Good
Hillegom,52,Moderate,1,Good,35,Good,4,Good,52,Moderate
Himatnagar,157,Unhealthy,1,Good,37,Good,0,Good,157,Unhealthy
Hisua,154,Unhealthy,3,Good,100,Unhealthy for Sensitive Groups,2,Good,154,Unhealthy
Hollister,43,Good,1,Good,26,Good,5,Good,43,Good
Homa Bay,117,Unhealthy for Sensitive Groups,3,Good,33,Good,1,Good,117,Unhealthy for Sensitive Groups
Hope,60,Moderate,2,Good,28,Good,6,Good,60,Moderate
Hovsan,67,Moderate,1,Good,32,Good,0,Good,67,Moderate
Hradec Kralove,82,Moderate,1,Good,35,Good,1,Good,82,Moderate
Huayang,154,Unhealthy,3,Good,54,Moderate,8,Good,154,Unhealthy
Huntington Station,74,Moderate,2,Good,11,Good,27,Good,74,Moderate
Ibanda,68,Moderate,2,Good,20,Good,0,Good,68,Moderate
Idah,60,Moderate,1,Good,21,Good,1,Good,60,Moderate
Ifakara,18,Good,0,Good,16,Good,0,Good,18,Good
Igarape Miri,31,Good,1,Good,5,Good,0,Good,31,Good
Ikalamavony,22,Good,0,Good,22,Good,0,Good,14,Good
Imperial,20,Good,1,Good,20,Good,1,Good,17,Good
Ingolstadt,62,Moderate,1,Good,26,Good,4,Good,62,Moderate
Innoshima,38,Good,2,Good,38,Good,5,Good,36,Good
Innsbruck,54,Moderate,1,Good,32,Good,1,Good,54,Moderate
Ipiales,18,Good,0,Good,8,Good,0,Good,18,Good
Irati,38,Good,1,Good,8,Good,2,Good,38,Good
Irbil,76,Moderate,1,Good,76,Moderate,0,Good,53,Moderate
Istanbul,59,Moderate,1,Good,33,Good,1,Good,59,Moderate
Itabirito,97,Moderate,2,Good,4,Good,7,Good,97,Moderate
Itai,22,Good,1,Good,8,Good,1,Good,22,Good
Itajai,34,Good,0,Good,20,Good,2,Good,34,Good
Itako,46,Good,1,Good,46,Good,1,Good,45,Good
Itororo,31,Good,1,Good,7,Good,1,Good,31,Good
Iturama,23,Good,1,Good,5,Good,1,Good,23,Good
Izmit,55,Moderate,1,Good,38,Good,0,Good,55,Moderate
Jacmel,128,Unhealthy for Sensitive Groups,2,Good,14,Good,5,Good,128,Unhealthy for Sensitive Groups
Jaguarao,22,Good,0,Good,22,Good,0,Good,9,Good
Jalalpur Pirwala,183,Unhealthy,2,Good,135,Unhealthy for Sensitive Groups,1,Good,183,Unhealthy
Jamalpur,68,Moderate,2,Good,43,Good,1,Good,68,Moderate
Jamame,33,Good,0,Good,26,Good,0,Good,33,Good
Jaragua,55,Moderate,1,Good,8,Good,2,Good,55,Moderate
Jhalrapatan,176,Unhealthy,1,Good,38,Good,0,Good,176,Unhealthy
Jimenez,61,Moderate,1,Good,17,Good,3,Good,61,Moderate
Joao Pessoa,23,Good,0,Good,20,Good,0,Good,23,Good
Kabarnet,56,Moderate,2,Good,26,Good,0,Good,56,Moderate
Kadaura,171,Unhealthy,4,Good,171,Unhealthy,1,Good,170,Unhealthy
Kadi,154,Unhealthy,1,Good,33,Good,0,Good,154,Unhealthy
Kajiado,57,Moderate,1,Good,21,Good,0,Good,57,Moderate
Kalianget,45,Good,1,Good,33,Good,0,Good,45,Good
Kaliwungu,113,Unhealthy for Sensitive Groups,3,Good,100,Unhealthy for Sensitive Groups,2,Good,113,Unhealthy for Sensitive Groups
Kalomo,20,Good,0,Good,20,Good,0,Good,9,Good
Kaluga,34,Good,1,Good,32,Good,0,Good,34,Good
Kameyama,50,Good,1,Good,27,Good,5,Good,50,Good
Kamisu,45,Good,1,Good,45,Good,1,Good,40,Good
Fort Saint John,62,Moderate,2,Good,30,Good,1,Good,62,Moderate
Fortuna Foothills,61,Moderate,1,Good,21,Good,7,Good,61,Moderate
Fraser,77,Moderate,2,Good,18,Good,17,Good,77,Moderate
Fresnillo,57,Moderate,1,Good,24,Good,0,Good,57,Moderate
Frolovo,36,Good,1,Good,36,Good,0,Good,32,Good
Futtsu,49,Good,1,Good,42,Good,2,Good,49,Good
Gagarin,168,Unhealthy,1,Good,48,Good,0,Good,168,Unhealthy
Galt,60,Moderate,1,Good,28,Good,8,Good,60,Moderate
Gauting,62,Moderate,2,Good,27,Good,5,Good,62,Moderate
Gelsenkirchen,58,Moderate,1,Good,24,Good,8,Good,58,Moderate
Genteng,41,Good,1,Good,25,Good,0,Good,41,Good
Germering,66,Moderate,1,Good,38,Good,3,Good,66,Moderate
Giarre,52,Moderate,1,Good,43,Good,1,Good,52,Moderate
Gingoog,45,Good,1,Good,25,Good,0,Good,45,Good
Encantado,24,Good,1,Good,13,Good,2,Good,24,Good
Engelskirchen,61,Moderate,1,Good,34,Good,4,Good,61,Moderate
Enger,72,Moderate,2,Good,20,Good,11,Good,72,Moderate
Erdaojiang,64,Moderate,2,Good,47,Good,1,Good,64,Moderate
Escazu,60,Moderate,1,Good,9,Good,8,Good,60,Moderate
Exeter,55,Moderate,1,Good,28,Good,5,Good,55,Moderate
Fairview,75,Moderate,2,Good,18,Good,20,Good,75,Moderate
Fethiye,87,Moderate,1,Good,39,Good,2,Good,87,Moderate
Fiesole,68,Moderate,1,Good,40,Good,2,Good,68,Moderate
Flensburg,51,Moderate,1,Good,28,Good,4,Good,51,Moderate
Fochville,154,Unhealthy,8,Good,17,Good,12,Good,154,Unhealthy
Folsom,69,Moderate,1,Good,26,Good,10,Good,69,Moderate
Forestville,46,Good,1,Good,30,Good,9,Good,46,Good
Formello,98,Moderate,1,Good,45,Good,1,Good,98,Moderate
Fort Collins,55,Moderate,1,Good,11,Good,10,Good,55,Moderate
Gatak,79,Moderate,2,Good,45,Good,1,Good,79,Moderate
Chanthaburi,34,Good,0,Good,20,Good,0,Good,34,Good
Chapala,47,Good,1,Good,9,Good,4,Good,47,Good
Charlottesville,68,Moderate,2,Good,20,Good,7,Good,68,Moderate
Charqueada,58,Moderate,2,Good,5,Good,5,Good,58,Moderate
Chicopee,45,Good,1,Good,45,Good,2,Good,31,Good
Chifeng,67,Moderate,2,Good,48,Good,0,Good,67,Moderate
Chikitigarh,156,Unhealthy,2,Good,77,Moderate,0,Good,156,Unhealthy
Chillicothe,42,Good,1,Good,35,Good,6,Good,42,Good
Chimoio,35,Good,1,Good,20,Good,0,Good,35,Good
Chitose,32,Good,1,Good,32,Good,1,Good,14,Good
Chittaranjan,174,Unhealthy,1,Good,92,Moderate,1,Good,174,Unhealthy
Chomun,197,Unhealthy,1,Good,39,Good,0,Good,197,Unhealthy
Chomutov,30,Good,1,Good,30,Good,2,Good,29,Good
Cileungsi,146,Unhealthy for Sensitive Groups,3,Good,142,Unhealthy for Sensitive Groups,2,Good,146,Unhealthy for Sensitive Groups
Ciranjang,109,Unhealthy for Sensitive Groups,2,Good,87,Moderate,1,Good,109,Unhealthy for Sensitive Groups
Bisalpur,500,Hazardous,1,Good,77,Moderate,1,Good,480,Hazardous
Bloemendaal,40,Good,1,Good,27,Good,5,Good,40,Good
Bloemhof,48,Good,0,Good,21,Good,3,Good,48,Good
Bloomingdale,55,Moderate,1,Good,12,Good,18,Good,55,Moderate
Blue Ash,45,Good,1,Good,31,Good,9,Good,45,Good
Bobenheim Roxheim,34,Good,1,Good,34,Good,1,Good,29,Good
Boca Raton,69,Moderate,1,Good,14,Good,9,Good,69,Moderate
Boldumsaz,84,Moderate,1,Good,42,Good,0,Good,84,Moderate
Bollate,28,Good,1,Good,28,Good,3,Good,24,Good
Boshan,123,Unhealthy for Sensitive Groups,2,Good,123,Unhealthy for Sensitive Groups,4,Good,99,Moderate
Bousse,31,Good,1,Good,17,Good,0,Good,31,Good
Bracciano,41,Good,1,Good,38,Good,4,Good,41,Good
Brenes,37,Good,1,Good,31,Good,2,Good,37,Good
Brest,28,Good,0,Good,28,Good,1,Good,25,Good
Bronderslev,54,Moderate,0,Good,34,Good,1,Good,54,Moderate
Brotas,49,Good,1,Good,5,Good,3,Good,49,Good
Brown Deer,51,Moderate,2,Good,14,Good,16,Good,51,Moderate
Bruckmuhl,35,Good,1,Good,27,Good,1,Good,35,Good
Brwinow,34,Good,1,Good,34,Good,1,Good,30,Good
Bryanka,55,Moderate,1,Good,38,Good,2,Good,55,Moderate
Buena Park,124,Unhealthy for Sensitive Groups,4,Good,7,Good,30,Good,124,Unhealthy for Sensitive Groups
Bugojno,28,Good,1,Good,28,Good,0,Good,18,Good
Bulancak,33,Good,1,Good,33,Good,0,Good,30,Good
Buloh Kasap,68,Moderate,1,Good,40,Good,0,Good,68,Moderate
Bussum,38,Good,1,Good,28,Good,4,Good,38,Good
Bustos,71,Moderate,1,Good,23,Good,1,Good,71,Moderate
Butler,50,Good,1,Good,31,Good,8,Good,50,Good
Buynaksk,43,Good,1,Good,42,Good,0,Good,43,Good
Buzovna,73,Moderate,1,Good,38,Good,0,Good,73,Moderate
Caibarien,88,Moderate,1,Good,22,Good,1,Good,88,Moderate
Calcinato,65,Moderate,1,Good,32,Good,4,Good,65,Moderate
Caldas,125,Unhealthy for Sensitive Groups,4,Good,0,Good,8,Good,125,Unhealthy for Sensitive Groups
Calpan,153,Unhealthy,2,Good,4,Good,12,Good,153,Unhealthy
Calumet City,79,Moderate,2,Good,10,Good,28,Good,79,Moderate
Camacupa,154,Unhealthy,4,Good,28,Good,3,Good,154,Unhealthy
Cambre,26,Good,0,Good,26,Good,2,Good,24,Good
Caminawit,45,Good,1,Good,21,Good,0,Good,45,Good
Campo De La Cruz,109,Unhealthy for Sensitive Groups,2,Good,13,Good,9,Good,109,Unhealthy for Sensitive Groups
Campo Maior,27,Good,1,Good,10,Good,1,Good,27,Good
Camponogara,46,Good,1,Good,31,Good,4,Good,46,Good
Campos Gerais,51,Moderate,1,Good,5,Good,4,Good,51,Moderate
Canyon,39,Good,1,Good,26,Good,1,Good,39,Good
